Author Name,Title,Cited By,Publication Year
Janet Scheel,Age over 30 becomes a cardiovascular risk factor in patients screened for chronic kidney disease: Results from the Kidney Early Evaluation Program (KEEP),0,2005
Janet Scheel,"Differential effects of beta-blockers in addition to blockers of the renin angiotensin system on the cardiovascular risk marker, microalbuminuria, in patients with type 2 …",0,2005
Janet Scheel,“Diabetes Mellituslu Hipertansif Hastalarda Karvedilol ve Metoprololün Glisemik Etkilerinin Karşılaştırılması”(GEMINI) çalışmasının temeli ve dizaynı,0,2005
Janet Scheel,卡维地洛与美托洛尔对 2 型糖尿病高血压患者代谢影响的比较随机对照试验,0,2005
Janet Scheel,Differential effects of β-blockers on albuminuria in patients with type 2 diabetes. Commentary,0,2005
Janet Scheel,Effect of ruboxistaurin on albuminuria and estimated glomerular filtration rate (GFR) in persons with type 2 diabetes and nephropathy,0,2005
Janet Scheel,Effets metaboliques du carvedilol vs metoprolol chez des patients presentant un diabete de type 2 et une hypertension: Essai randomise et comparatif,0,2004
Janet Scheel,Clinical Care/Education/Nutrition,0,2004
Janet Scheel,Increased prevalence of uncontrolled hypertension in the diabetes cohort of KEEP,0,2004
Janet Scheel,A phase 2 clinical investigation of pyridoxamine in type 1 and type 2 diabetic patients with overt diabetic nephropathy,0,2004
Janet Scheel,Erratum: Repaglinide vs. Nateglinide Metformin Combination Study Group: Efficacy and safety of combination therapy: Repaglinide plus metformin versus nateglinide plus metformin …,0,2003
Janet Scheel,"Efficacy and safety of combination therapy: repaglinide plus metformin versus nateglinide plus metformin (vol 26, pg 2063, 2003)",0,2003
Janet Scheel,"Serum 1, 5-anhydroglucitol (GlycoMark (TM)), a new marker of glycemia: Cross-sectional comparison to established markers of glycemia in healthy subjects and patients with …",0,2003
Janet Scheel,Effect of catecholamine stimulation on myocardial substrate metabolism in type 1 diabetes,0,2003
Janet Scheel,Myocardial efficiency is unimpaired in type 1 diabetes mellitus,0,2003
Janet Scheel,Emerging Treatments and Technologies-Continuous subcutaneous insulin infusion and multiple daily injection therapy are equally effective in type 2 diabetes: A randomized …,0,2003
Janet Scheel,Myocardial fatty acid oxidation is increased in patients with insulin dependent diabetes mellitus,0,2002
Janet Scheel,Fat-free foods containing soy stanols and lecithin lower cholesterol absorption and serum LDL cholesterol.,0,2002
Janet Scheel,Clinical Care/Education/Nutrition-Comparison of insulin aspart with buffered regular insulin and insulin lispro in continuous subcutaneous insulin infusion: A randomized study,0,2002
Janet Scheel,"hydrochlorothiazide monotherapy in patients with mild to moderate hypertension: a multicenter, randomized, double-blind, placebo-controlled, parallel-group trial. Clinical …",0,2001
Janet Scheel,Determinants of postprandial glucose in patients with diabetes results from the early diabetes intervention program (EDIP),0,2001
Janet Scheel,Epidemiology/Health Services/Psychosocial Research-HbA1c measurement improves the detection of type 2 diabetes in high-risk individuals with nondiagnostic levels of fasting,0,2001
Janet Scheel,Impact of plasma insulin and glucose levels on myocardial vascular function in patients with IDDM,0,2000
Janet Scheel,Troglitazone Enhances Insulin-Mediated Suppression of Fatty Acid Flux in Type 2 Diabetes Mellitus,0,2000
Janet Scheel,Overgewicht en obesitas bij kinderen en adolescenten en preventieve maatregelen,0,2000
Janet Scheel,Leptin receptor gene variant frequency and relationship to type 2 diabetes in African Americans and Nigerians,0,1998
Janet Scheel,"NORTRIPTYLINE FOR DEPRESSION IN DIABETES-ATTRITION, DOSING AND SIDE-EFFECTS",0,1995
Janet Scheel,"EFFECTS OF ALPRAZOLAM ON ANXIETY AND GLUCOSE CONTROL IN DIABETES-RESULTS OF A DOUBLE-BLIND, PLACEBO-CONTROLLED TRIAL",0,1994
Janet Scheel,IMPAIRED FIBRINOLYSIS IN NIDDM AND OBESITY IS SECONDARY TO HYPERINSULINEMIA,0,1993
Janet Scheel,Journal of Diabetes and its Complition,0,Unknown
Janet Scheel,Rationale and Design of a Phase 3 Registration Trial Investigating Finerenone in Participants with Chronic Kidney Disease and Type 1 Diabetes Using a UACR Endpoint (FINE-ONE),0,Unknown
Janet Scheel,Evidence‐based treatment of hyperglycemia with incretin therapies in patients with type 2 diabetes mellitus and advanced chronic kidney disease,0,Unknown
Janet Scheel,Semaglutide Once-Weekly Bests Insulin Glargine in Insulin-Naïve Patients With Type 2 Diabetes,0,Unknown
Janet Scheel,Activity Information,0,Unknown
Janet Scheel,Impact of Incretin Therapy on Islet Dysfunction,0,Unknown
Janet Scheel,High Prevalence of Autoimmune Diseases in Type 1 Diabetes Patients in the HealthFacts Database,0,Unknown
Janet Scheel,AACE/ACE ALGORITHM FOR THE MEDICAL CARE OF PATIENTS WITH OBESITY,0,Unknown
Janet Scheel,Progress in Type 2 Diabetes Care,0,Unknown
Janet Scheel,Strategies for Glucose Control in the Nonintensive Care Setting,0,Unknown
Janet Scheel,Chordia P Cooper ME Daley P de Sanjosé S,0,Unknown
Janet Scheel,Chronic Kidney,0,Unknown
Janet Scheel,583 www. futuremedicine. com,0,Unknown
Janet Scheel,How to make exercise counseling more effective: Lessons from rural America,0,Unknown
Janet Scheel,"TX 75230, USA",0,Unknown
Ross Lerner,LEDGF/p75 overexpression attenuates oxidative stress-induced necrosis and upregulates the oxidoreductase ERP57/PDIA3/GRP58 in prostate cancer,45,2016
Ross Lerner,Targeting the stress oncoprotein LEDGF/p75 to sensitize chemoresistant prostate cancer cells to taxanes,32,2017
Ross Lerner,The 22Rv1 prostate cancer cell line carries mixed genetic ancestry: implications for prostate cancer health disparities research using pre‐clinical models,25,2017
Ross Lerner,RNA sequencing reveals upregulation of a transcriptomic program associated with stemness in metastatic prostate cancer cells selected for taxane resistance,23,2018
Ross Lerner,Glucocorticoids induce stress oncoproteins associated with therapy-resistance in African American and European American prostate cancer cells,19,2018
Ross Lerner,Glucocorticoids trigger GR-mediated expression of the chemoresistance-associated oncoproteins LEDGF/p75 and Clusterin: Implications for prostate cancer health disparities,0,2018
Ross Lerner,RNA sequencing analysis of taxane-resistant prostate cancer cells reveals potential candidate genes for therapeutic targeting,0,2018
Ross Lerner,RNA-Seq Reveals Transcriptomic Program Associated with Stemness in Taxane Resistant Prostate Cancer,0,2018
Ross Lerner,RNA-Seq Reveals Transcriptomic Program Associated with Stemness in Taxane Resistant Prostate Cancer,0,2018
Ross Lerner,Co-targeting the stress survival proteins LEDGF/p75 and clusterin to resensitize chemoresistant prostate cancer cells to docetaxel,0,2017
Ross Lerner,Glucocorticoid-mediated upregulation of stress oncoproteins: implications for prostate cancer health disparities,0,2017
Ross Lerner,Abstract C43: Glucocorticoid-mediated upregulation of stress oncoproteins: Implications for prostate cancer health disparities,0,2017
Katarzyna Marciniak,Immigrant protest: An introduction,259,2013
Katarzyna Marciniak,"Alienhood: Citizenship, exile, and the logic of difference",146,2006
Katarzyna Marciniak,Transnational feminism in film and media,81,2007
Katarzyna Marciniak,Post-socialist hybrids,68,2009
Katarzyna Marciniak,"Immigrant protest: Politics, aesthetics, and everyday dissent",51,2014
Katarzyna Marciniak,Pedagogy of anxiety,31,2010
Katarzyna Marciniak,Palatable foreignness,31,2007
Katarzyna Marciniak,"Immigrant rage: Alienhood,“hygienic” identities, and the second world",31,2006
Katarzyna Marciniak,Introduction: Teaching transnational cinema politics and pedagogy,29,2016
Katarzyna Marciniak,"Transnational Anatomies of Exile and Abjection in Milcho Manchevski's"" Before the Rain""(1994)",27,2003
Katarzyna Marciniak,Foreign women and toilets,24,2008
Katarzyna Marciniak,Protesting Citizenship: Migrant Activisms,23,2014
Katarzyna Marciniak,Legal/illegal: protesting citizenship in Fortress America,21,2017
Katarzyna Marciniak,Guest editors’ introduction: Transcultural mediations and transnational politics of difference,21,2009
Katarzyna Marciniak,Cinematic exile: Performing the foreign body on screen in Roman Polanski's the tenant,20,2000
Katarzyna Marciniak,New Europe: Eyes Wide Shut,15,2006
Katarzyna Marciniak,Aporias of foreignness: transnational encounters in cinema,13,2018
Katarzyna Marciniak,"Streets of crocodiles: photography, media, and postsocialist landscapes in Poland",13,2011
Katarzyna Marciniak,Introduction: Mapping transnational feminist media studies,13,2007
Katarzyna Marciniak,Alienhood: Citizenship,13,2006
Katarzyna Marciniak,The Oxford Handbook of Communist Visual Cultures,8,2020
Katarzyna Marciniak,"Immigrant Protest: politics, aesthetics, and everyday dissent",6,2014
Katarzyna Marciniak,Close encounters with foreignness,5,2020
Katarzyna Marciniak,"Fugitive Aesthetics: Echoes, Ghost Stories and Refugee Cinema",4,2022
Katarzyna Marciniak,‘Opening a Certain Poetic Space’: What Can Art Do for Refugees?,4,2017
Katarzyna Marciniak,The disappearing classroom: Streaming foreigners and a politics of invisibility,4,2016
Katarzyna Marciniak,Pedagogy of Rage,4,2014
Katarzyna Marciniak,Aporias of foreignness: Transnational encounters through cinema,3,2017
Katarzyna Marciniak,Socialist Domestic Infrastructures and the Politics of the Body,2,2020
Katarzyna Marciniak,"Lenin in Los Angeles: Counter-Memories, Recycling Socialism",2,2019
Katarzyna Marciniak,Revolting aesthetics: feminist transnational cinema in the US,2,2016
Katarzyna Marciniak,How Does Cinema Become Lost? The Spectral Power of Socialism,2,2008
Katarzyna Marciniak,Coda:“Teaching films as things to think with”: a conversation with rey chow,1,2016
Katarzyna Marciniak,Pedagogy of the Transnational,1,2009
Katarzyna Marciniak,Quivering ontologies: exiled bodies and transnational narratives,1,1998
Katarzyna Marciniak,"Berry, Chris and Feii Lu. Eds. Island on the Edge: Taiwan New cinema and After. Hong Kong: Hong Kong University Press 2005.",0,2021
Katarzyna Marciniak,Time lag of defa-futurum,0,2020
Katarzyna Marciniak,"‘As foreign as it gets’: indigenous immigrants, transnationality, and rage in Sherman Alexie’s The Business of Fancydancing",0,2018
Katarzyna Marciniak,Feminist transnational cinema in the US,0,2016
Katarzyna Marciniak,Mobility and migration in film and moving-image art,0,2016
Katarzyna Marciniak,"Teaching Transnational Cinema: seeing"" the world"" through film",0,2016
Katarzyna Marciniak,Fm03,0,2014
Katarzyna Marciniak,„Obce” i ubikacje,0,2009
Katarzyna Marciniak,Postmodernity and Cross-Culturalism,0,2004
Katarzyna Marciniak,"Quivering ontologies: Exiled bodies and transnational narratives (Jamaica Kincaid, Eva Hoffman, Roman Polanski, Jeanette Winterson, Milcho Manchevski, Antigua, Poland)",0,1999
Katarzyna Marciniak,Performing the body,0,1995
Katarzyna Marciniak,Lenin in Los Angeles,0,Unknown
Katarzyna Marciniak,"Everyday Dissent (SUNY, forthcoming).",0,Unknown
Katarzyna Marciniak,Lenin in Los Angeles,0,Unknown
Katarzyna Marciniak,“Opening A Certain Poetic Space”,0,Unknown
Katarzyna Marciniak,"IFlutter BETWEEN WORLDS: POSTMODERNITY, EXILE, AND THE POLITICS OF ALIENHOOD",0,Unknown
Katarzyna Marciniak,Postcolonial Cinema Studies,0,Unknown
